key	scope	ko	en
subsidy.target.docs.alert.body	subsidy	전자 제출이 가능하며, 원본 대조 필요 시 지자체에서 개별 통지합니다.	Electronic submission is supported; municipalities will notify you individually if originals are needed.
subsidy.target.docs.alert.title	subsidy	서류 사본 안내	Document Submission Notice
subsidy.target.docs.h3	subsidy	제출 서류 안내	Required Documents
subsidy.target.docs.h4	subsidy	공통 서류	Common Documents
subsidy.target.docs.li1	subsidy	차량 구매계약서 사본	Copy of vehicle purchase contract
subsidy.target.docs.li2	subsidy	주민등록등본 또는 사업자등록증	Resident registration or business license
subsidy.target.docs.li3	subsidy	신청서(지자체 양식)	Application form (municipal template)
subsidy.target.docs.li4	subsidy	차량 출고 증빙(후속 제출 가능)	Proof of vehicle delivery (can be submitted later)
subsidy.target.expand.aria	subsidy	펼치기	Expand
subsidy.target.fcev.bonus	subsidy	・택시·대중교통 사업자 우대<br>・수소 충전 인프라 인접 지역 우선	· Priority for taxi and public transit operators<br>· Priority for areas near hydrogen infrastructure
subsidy.target.fcev.docs	subsidy	・구매계약서<br>・주민등록등본<br>・수소차 운행계획서	· Purchase contract<br>· Resident registration certificate<br>· FCEV operation plan
subsidy.target.fcev.link	subsidy	<a href="subsidy-vehicles.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">지원 차종 확인</a>	<a href="subsidy-vehicles.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">Check Eligible Vehicles</a>
subsidy.target.fcev.support	subsidy	・수소연료전지차(FCEV) 신차 구매<br>・거주지 지자체 예산 내 선착순	· New FCEV purchase only<br>· First-come, first-served within regional budget
subsidy.target.h5.bonus	subsidy	가산 혜택	Bonus Benefits
subsidy.target.h5.contest	subsidy	공모 안내	Procurement Info
subsidy.target.h5.docs	subsidy	필요 서류	Required Documents
subsidy.target.h5.grade	subsidy	등급별 금액	Amount by Grade
subsidy.target.h5.link	subsidy	바로가기	Quick Link
subsidy.target.h5.support	subsidy	지원 요건	Eligibility
subsidy.target.lead	subsidy	2026년 기준 무공해차 구매보조금의 지원 대상, 지원금액, 신청 방법을 단계별로 안내합니다.	A step-by-step guide to the 2026 EV purchase subsidy eligibility, amounts, and application method.
subsidy.target.moto.docs	subsidy	・구매계약서<br>・주민등록등본<br>・사업자등록증(사업용)	· Purchase contract<br>· Resident registration certificate<br>· Business license (commercial use)
subsidy.target.moto.grade	subsidy	・경형 150만원<br>・소형 230만원<br>・중형 330만원	· Light: KRW 1.5M<br>· Small: KRW 2.3M<br>· Medium: KRW 3.3M
subsidy.target.moto.link	subsidy	<a href="subsidy-vehicles.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">이륜차 모델 검색</a>	<a href="subsidy-vehicles.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">Search Motorbike Models</a>
subsidy.target.moto.support	subsidy	・배기량 50cc 이하 상당<br>・1인 1대 지원 원칙	· Equivalent to 50cc displacement or less<br>· One vehicle per person
subsidy.target.passenger.bonus	subsidy	・취약계층/차상위: +20%<br>・청년·생애최초: +10%<br>・다자녀(3인 이상): +10%<br>・국내 조립차량: +50만원	· Vulnerable groups / near-poverty: +20%<br>· Youth / first-time buyer: +10%<br>· Multi-child families (3+): +10%<br>· Domestically assembled vehicles: +KRW 500K
subsidy.target.passenger.docs	subsidy	・구매계약서 사본<br>・주민등록등본<br>・사업자등록증(법인)<br>・차량 인수증	· Purchase contract copy<br>· Resident registration certificate<br>· Business license (for corporations)<br>· Vehicle delivery receipt
subsidy.target.passenger.link	subsidy	<a href="subsidy-region.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">지자체 예산 확인</a>	<a href="subsidy-region.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">Check Regional Budget</a>
subsidy.target.passenger.support	subsidy	・차량 가격 5,500만원 이하 (5,500~8,500만원 구간은 50% 지급)<br>・국내 거주 만 18세 이상 개인 또는 법인<br>・2년 의무운행 준수	· Vehicle price under KRW 55M (50% subsidy for KRW 55M-85M range)<br>· Domestic residents aged 18+ (individuals or corporations)<br>· Minimum 2-year operation
subsidy.target.qual.1.desc	subsidy	대한민국에 거주하는 만 18세 이상 개인 또는 국내 소재 법인·단체	Individuals aged 18+ residing in Korea, or domestic corporations/organizations.
subsidy.target.qual.1.h4	subsidy	국내 거주 요건	Residency Requirement
subsidy.target.qual.2.desc	subsidy	보조금 지급일부터 2년간 등록·운행 의무 (양도·폐차 시 보조금 환수)	Registration and operation required for 2 years from payment (subsidy clawback upon transfer or scrapping).
subsidy.target.qual.2.h4	subsidy	2년 의무운행	2-Year Mandatory Operation
subsidy.target.qual.3.desc	subsidy	취약계층(+20%), 청년·생애최초(+10%), 다자녀 가구(+10%), 소상공인(+100만원)	Vulnerable groups (+20%), youth/first-time buyers (+10%), families with 3+ children (+10%), small-business (+KRW 1M).
subsidy.target.qual.3.h4	subsidy	가산 지원 대상	Bonus Recipients
subsidy.target.qual.h3	subsidy	지원 자격 요건	Eligibility Requirements
subsidy.target.row.bus.td1	subsidy	운수사업자	Transportation Operators
subsidy.target.row.bus.td2	subsidy	7,000만원	KRW 70M
subsidy.target.row.bus.td3	subsidy	공모 선정	Procurement Selection
subsidy.target.row.bus.td4	subsidy	공모 별도 공고	Separate Procurement Notice
subsidy.target.row.fcev.td1	subsidy	개인·법인	Individuals/Corporations
subsidy.target.row.fcev.td2	subsidy	2,250만원	KRW 22.5M
subsidy.target.row.fcev.td3	subsidy	1,000만원	KRW 10M
subsidy.target.row.moto.td1	subsidy	개인·사업자	Individuals/Business Owners
subsidy.target.row.moto.td2	subsidy	150~330만원	KRW 1.5M – 3.3M
subsidy.target.row.moto.td3	subsidy	지자체별 상이	Varies by region
subsidy.target.row.passenger.td1	subsidy	개인·법인, 5,500만원 이하	Individuals/Corporations, under KRW 55M
subsidy.target.row.passenger.td2	subsidy	650만원	KRW 6.5M
subsidy.target.row.passenger.td3	subsidy	300~630만원	KRW 3M – 6.3M
subsidy.target.row.truck.td1	subsidy	개인·법인, 소상공인 우대	Individuals/Corporations, priority for small business
subsidy.target.row.truck.td2	subsidy	1,100만원	KRW 11M
subsidy.target.row.truck.td3	subsidy	400~600만원	KRW 4M – 6M
subsidy.target.stat.cargo.label	subsidy	전기화물차 최대 지원	Max EV Cargo Subsidy
subsidy.target.stat.cargo.trend	subsidy	소상공인 가산 포함	Includes small-business bonus
subsidy.target.stat.ev.label	subsidy	전기승용차 최대 지원	Max EV Passenger Subsidy
subsidy.target.stat.ev.trend	subsidy	국비 + 지방비	National + Regional
subsidy.target.stat.ev.unit	subsidy	만원	 M KRW
subsidy.target.stat.h2.label	subsidy	수소승용차 최대 지원	Max H2 Passenger Subsidy
subsidy.target.stat.h2.trend	subsidy	국비 2,250 + 지방비	National 2,250 + Regional
subsidy.target.stat.vuln.label	subsidy	취약계층 가산 혜택	Vulnerable Group Bonus
subsidy.target.stat.vuln.trend	subsidy	추가 우선 지원	Priority additional support
subsidy.target.stat.vuln.unit	subsidy	%	%
subsidy.target.stepper.desc	subsidy	차량 구매 계약 후 2개월 이내에 접수해야 합니다.	Applications must be submitted within 2 months of the vehicle purchase contract.
subsidy.target.stepper.eyebrow	subsidy	신청 절차	Application Process
subsidy.target.stepper.h2	subsidy	4단계 간편 신청	Quick 4-Step Application
subsidy.target.stepper.s1	subsidy	차량 구매 계약	Vehicle Purchase Contract
subsidy.target.stepper.s2	subsidy	자격 확인 및 서류 준비	Eligibility Check & Document Prep
subsidy.target.stepper.s3	subsidy	지자체 신청 접수	Submit to Municipality
subsidy.target.stepper.s4	subsidy	출고 및 보조금 지급	Delivery & Subsidy Payment
subsidy.target.table.eyebrow	subsidy	지원 대상	Eligibility
subsidy.target.table.h2	subsidy	차종별 지원 대상 및 금액	Eligibility and Amounts by Vehicle Type
subsidy.target.table.note	subsidy	행을 클릭하면 상세 내역이 펼쳐집니다.	Click a row to expand details.
subsidy.target.title	subsidy	보조금 지원 대상 및 신청절차	Subsidy Eligibility & Application Process
subsidy.target.truck.bonus	subsidy	・소상공인: +100만원<br>・전기택시 전환: +200만원<br>・영업용(번호판 노란색): +200만원	· Small business: +KRW 1M<br>· Conversion to electric taxi: +KRW 2M<br>· Commercial (yellow plate): +KRW 2M
subsidy.target.truck.docs	subsidy	・구매계약서<br>・사업자등록증<br>・소상공인 확인서(해당 시)	· Purchase contract<br>· Business license<br>· Small business certificate (if applicable)
subsidy.target.truck.link	subsidy	<a href="public-contact.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">지자체 담당자 문의</a>	<a href="public-contact.html" class="btn btn-sm btn-primary" style="margin-top: 8px;">Contact Regional Office</a>
subsidy.target.truck.support	subsidy	・1톤 이하 전기화물차<br>・개인사업자/소상공인 우선 지원	· Electric trucks 1 ton or less<br>· Priority for sole proprietors and small businesses
subsidy.target.type.bus	subsidy	전기승합차 (버스)	EV Bus
subsidy.target.type.cargo	subsidy	전기화물차 (소형)	EV Cargo (Light)
subsidy.target.type.ev	subsidy	전기승용차	EV Passenger
subsidy.target.type.h2	subsidy	수소승용차	H2 Passenger
subsidy.target.type.moto	subsidy	전기이륜차	E-Motorcycle
subsidy.vehicles.amount.bus.label	subsidy	공모 평가	Procurement Review
subsidy.vehicles.amount.bus.salestype	subsidy	공모 진행	In Procurement
subsidy.vehicles.amount.eleccity	subsidy	7,000만원	KRW 70M
subsidy.vehicles.amount.ev6	subsidy	1,150만원	KRW 11.5M
subsidy.vehicles.amount.ioniq6	subsidy	1,180만원	KRW 11.8M
subsidy.vehicles.amount.model3	subsidy	680만원	KRW 6.8M
subsidy.vehicles.amount.nexo	subsidy	3,250만원	KRW 32.5M
subsidy.vehicles.amount.porter	subsidy	1,600만원	KRW 16M
subsidy.vehicles.amount.toresevx	subsidy	1,130만원	KRW 11.3M
subsidy.vehicles.btn.bid	subsidy	공모 안내	Procurement Info
subsidy.vehicles.btn.compare	subsidy	상세 비교	Detailed Comparison
subsidy.vehicles.btn.contest.guide	subsidy	공모 안내	Procurement Info
subsidy.vehicles.btn.search	subsidy	조회	Search
subsidy.vehicles.car.eleccity	subsidy	일렉시티	Elec City
subsidy.vehicles.car.ev6	subsidy	EV6	EV6
subsidy.vehicles.car.ioniq6	subsidy	아이오닉 6	IONIQ 6
subsidy.vehicles.car.model3	subsidy	Model 3	Model 3
subsidy.vehicles.car.nexo	subsidy	NEXO	NEXO
subsidy.vehicles.car.porter	subsidy	포터 II 일렉트릭	Porter II Electric
subsidy.vehicles.car.toresevx	subsidy	토레스 EVX	Torres EVX
subsidy.vehicles.chip.400km	subsidy	400km 이상	400+ km Range
subsidy.vehicles.chip.cargo	subsidy	소형 화물	Light Cargo
subsidy.vehicles.chip.evbus	subsidy	전기승합	Electric Bus
subsidy.vehicles.chip.evcargo	subsidy	전기화물	EV Cargo
subsidy.vehicles.chip.evpass	subsidy	전기승용	EV Passenger
subsidy.vehicles.chip.evpassenger	subsidy	전기승용	Electric Passenger
subsidy.vehicles.chip.evtruck	subsidy	전기화물	Electric Truck
subsidy.vehicles.chip.fcevpassenger	subsidy	수소승용	FCEV Passenger
subsidy.vehicles.chip.h2pass	subsidy	수소승용	H2 Passenger
subsidy.vehicles.chip.korean	subsidy	✓ 국내 조립	✓ Korean-assembled
subsidy.vehicles.chip.small	subsidy	소상공인	Small-business
subsidy.vehicles.chip.smallbiz	subsidy	소상공인	Small Business
subsidy.vehicles.chip.under50m	subsidy	5천만원 이하	Under KRW 50M
subsidy.vehicles.chip.v2l	subsidy	V2L 지원	V2L Support
subsidy.vehicles.chip.v2l.short	subsidy	V2L	V2L
subsidy.vehicles.crumb	subsidy	보조금 지급대상 차종	Eligible Vehicles
subsidy.vehicles.det.ev6.award	subsidy	・EuroNCAP 5성<br>・2022 유럽 올해의 차	· Euro NCAP 5 stars<br>· 2022 European Car of the Year
subsidy.vehicles.det.ev6.battery	subsidy	・용량: 77.4kWh<br>・급속(80%): 18분<br>・V2L: 지원	· Capacity: 77.4 kWh<br>· Fast (80%): 18 min<br>· V2L: Supported
subsidy.vehicles.det.ev6.link	subsidy	<a href="compare-tool.html" class="btn btn-sm btn-primary">비교</a>	<a href="compare-tool.html" class="btn btn-sm btn-primary">Compare</a>
subsidy.vehicles.det.ev6.subsidy	subsidy	・국비 650 + 지방비 430<br>・국내 조립 +50<br>・V2L 가산 +50	· National 6.5M + Regional 4.3M<br>· Domestic assembly +0.5M<br>· V2L +0.5M
subsidy.vehicles.det.ioniq6.battery	subsidy	・용량: 77.4kWh<br>・급속(80%): 18분<br>・완속(10~100%): 7시간 30분<br>・V2L: 지원(3.6kW)	· Capacity: 77.4 kWh<br>· Fast (80%): 18 min<br>· Slow (10-100%): 7 hr 30 min<br>· V2L: Supported (3.6 kW)
subsidy.vehicles.det.ioniq6.feature	subsidy	・5단계 회생제동<br>・적응형 크루즈<br>・OTA 무선 업데이트<br>・HDA 2 주행보조	· 5-stage regenerative braking<br>· Adaptive cruise<br>· OTA updates<br>· HDA 2 driving assistance
subsidy.vehicles.det.ioniq6.link	subsidy	<a href="compare-tool.html" class="btn btn-sm btn-primary">비교하기</a> <a href="compare-tco.html" class="btn btn-sm btn-ghost">TCO 계산</a>	<a href="compare-tool.html" class="btn btn-sm btn-primary">Compare</a> <a href="compare-tco.html" class="btn btn-sm btn-ghost">TCO Calculator</a>
subsidy.vehicles.det.ioniq6.subsidy	subsidy	・국비: 650만원<br>・지방비(평균): 430만원<br>・국내 조립 가산: 50만원<br>・V2L 가산: 50만원	· National: KRW 6.5M<br>· Regional (avg): KRW 4.3M<br>· Domestic assembly bonus: KRW 0.5M<br>· V2L bonus: KRW 0.5M
subsidy.vehicles.det.nexo.h2fuel	subsidy	・용량: 6.33kg<br>・충전: 5분<br>・주행: 609km	· Capacity: 6.33 kg<br>· Charging: 5 min<br>· Range: 609 km
subsidy.vehicles.det.nexo.infra	subsidy	전국 수소충전소 160개 위치 확인 가능	Check locations of 160 hydrogen stations nationwide
